"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6800","should login with valid credentials","","2025-09-10","passed","2025-09-10","","dashboard.spec.js","",""
